timestamp,subscription,upgrade,age,gender,location,digitalfluency,os,nps,churn,supporttickets,competitormention,notification_settings,notification_dismissal,uninstall,delete_falsepop,silent_mode,subscription_plan,manual_scan,help,secure_browser,clean_now,parental_control,privacy_settings,scan_now,diagnostic_tool,vpn_toggle,tenure
18/02/2020,basic,yes,51,f,Spain,Intermediate,Windows,2,1,11,16,4144,5442,3078,1202,3848,13513,13571,719,6574,1993,15098,440,21919,4513,5094,2
19/10/2010,premium,yes,24,m,France,Intermediate,Linux,7,1,18,92,2483,12412,2783,4942,413,1682,3744,20294,10205,2703,6712,467,3401,2759,3336,12
22/10/2017,basic,yes,31,f,Spain,Intermediate,Linux,6,0,0,19,1368,12362,11414,2756,13743,7633,7863,1932,2262,149,20508,1545,14595,1096,3311,5
14/06/2011,trial,yes,52,m,Germany,Intermediate,Mac,4,1,4,16,6033,3974,4324,11689,12961,15806,351,143,11215,15994,17320,8670,2277,18464,1597,11
27/12/2011,premium,yes,41,f,France,Intermediate,Linux,10,0,1,5,4070,7669,11884,9243,14481,1983,479,11336,16895,18051,15008,15845,237,7722,227,10
30/05/2017,premium,no,39,f,France,Intermediate,Windows,0,1,21,68,262,7194,13437,5897,6776,3235,9615,5814,4837,2576,14302,32,21430,888,4906,5
20/07/2012,basic,yes,51,f,Spain,Intermediate,Windows,0,1,1,47,850,5387,2739,11480,3131,92,15690,6369,8629,3608,5892,18064,588,45,6830,10
23/06/2016,basic,no,35,f,Germany,Advanced,Linux,6,0,2,45,227,2592,2733,9035,10357,3342,8311,14450,5352,973,768,31,34,4654,5819,6
20/06/2010,basic,no,41,f,France,Advanced,Linux,3,0,1,59,7425,6350,3847,614,30,142,10168,8190,12778,9473,1508,784,18301,2730,32,12
23/01/2016,basic,yes,39,f,France,Intermediate,Linux,10,1,0,50,6448,8441,6720,6414,5749,5730,10275,12043,415,7479,14102,20079,2189,11969,2283,6
23/02/2022,premium,yes,35,m,Spain,Intermediate,Windows,7,1,2,75,2328,349,7700,250,948,101,9243,18907,4367,76,10437,17237,33,444,1876,0
14/10/2016,basic,no,60,f,France,Intermediate,Mac,10,0,11,28,35,504,2000,6925,7501,2485,13351,6941,2143,1635,30,24493,4775,22642,6534,6
19/03/2015,basic,no,42,f,Germany,Advanced,Mac,6,1,0,50,79,178,6385,5776,15084,16395,5348,1919,4166,14986,8638,20847,14397,17391,7073,7
15/05/2018,basic,no,55,m,France,Basic,Linux,6,0,20,25,11587,2369,3128,5926,1020,30,2724,13156,63,1749,993,2792,14260,27368,172,4
22/03/2013,premium,yes,39,m,Spain,Intermediate,Mac,8,1,0,87,2307,154,5433,858,1219,10880,6931,203,5064,6707,19382,18684,17847,25760,482,9
04/07/2013,basic,no,64,f,Spain,Intermediate,Linux,7,0,1,12,3705,3197,13707,2939,4445,9263,2967,7541,8015,5709,4590,3273,36,87,4649,9
02/03/2014,basic,yes,34,f,Spain,Intermediate,Mac,8,0,0,71,11589,203,12847,11884,12116,5590,11069,8589,2695,1023,8549,1776,13562,1269,1811,8
15/10/2013,basic,no,27,m,Germany,Advanced,Mac,5,1,21,0,1374,3650,2676,15050,15721,347,1565,19480,7175,73,1881,16735,3344,20462,243,9
18/07/2013,basic,no,28,m,Spain,Intermediate,Mac,7,1,15,22,227,2369,2923,1658,9851,3700,1497,4245,477,8392,13568,4749,6283,143,2081,9
02/11/2015,premium,no,25,f,Spain,Intermediate,Windows,3,1,16,38,3520,12061,60,14419,8048,84,4398,7291,5660,369,17470,10697,11173,1109,976,7
12/04/2017,basic,yes,34,f,Spain,Intermediate,Mac,9,1,10,78,11134,1168,8921,6333,870,13869,16323,2384,3399,9400,3764,130,13353,12623,1465,5
04/02/2016,premium,yes,29,m,Spain,Intermediate,Mac,6,1,2,10,389,10892,114,12141,13006,6499,5804,7273,2129,2936,1550,7663,7428,963,5431,6
01/02/2016,basic,yes,30,m,Spain,Advanced,Linux,6,0,0,18,7337,2435,7943,3246,271,7459,13322,46,315,10047,10764,2587,30,20360,39,6
27/08/2015,trial,yes,41,f,France,Intermediate,Windows,10,1,11,62,38,3632,11991,11560,6579,4550,63,7239,5720,12379,3212,16261,6047,11082,1846,7
19/02/2022,trial,yes,40,f,Spain,Advanced,Linux,4,1,0,3,8121,7472,9548,6642,5218,5704,95,7598,2287,2043,111,698,952,20759,11595,0
26/12/2014,trial,yes,22,m,Spain,Intermediate,Windows,5,1,0,2,8646,356,63,84,13471,5027,12127,13583,9771,16140,844,76,7139,999,819,7
09/11/2020,basic,yes,54,f,Spain,Intermediate,Linux,8,1,2,97,5424,11157,1153,1028,2050,10645,57,16578,11672,77,10815,3886,10941,8362,4987,2
16/09/2014,trial,yes,60,m,France,Intermediate,Windows,2,1,15,7,9253,5360,5507,7182,2786,10075,6825,214,12770,116,1977,9968,2364,8649,1082,8
29/06/2020,basic,no,30,m,Spain,Intermediate,Linux,10,1,22,18,3550,7136,772,7325,8251,3230,15647,5184,2126,12596,2860,4407,24549,1084,8359,2
09/09/2020,trial,yes,62,m,France,Advanced,Linux,10,1,22,89,10033,2453,3507,5066,632,15398,9426,8121,47,15123,5500,8329,1655,2441,3077,2
30/10/2017,basic,no,53,m,Germany,Intermediate,Windows,4,1,10,48,6109,8793,8970,58,15070,6307,5329,9354,21448,187,17373,7857,3254,804,7399,5
06/09/2013,premium,yes,27,f,Spain,Intermediate,Linux,9,1,15,1,3393,547,756,9766,3568,1148,4319,1416,683,2733,6341,21049,7911,17049,3215,9
03/02/2020,basic,no,61,f,Spain,Advanced,Linux,0,1,2,68,641,12343,5272,12756,642,1855,2087,2727,1582,20391,2480,14486,2387,17894,10910,2
03/05/2021,trial,yes,57,m,Spain,Intermediate,Linux,5,1,3,40,1999,3434,12286,8591,167,15714,8804,7079,638,18916,23207,4139,9147,151,8912,1
29/04/2020,basic,no,59,m,Spain,Advanced,Linux,8,1,10,22,3688,447,11695,12932,1855,10678,11051,12344,21139,1342,33,14125,4560,23505,1341,2
15/05/2016,basic,no,45,m,Spain,Advanced,Linux,7,1,1,56,7972,139,121,13754,14352,3282,4893,377,9602,13492,6703,88,17589,461,441,6
13/10/2020,premium,no,65,f,France,Intermediate,Linux,3,1,12,2,451,7324,12715,6017,10128,387,3162,9783,382,5707,13715,562,23419,325,9131,2
28/02/2022,trial,yes,44,m,Spain,Intermediate,Mac,6,1,0,79,7553,5121,453,2943,2419,14437,3099,5784,12944,12090,18150,5881,15424,6873,11911,0
25/05/2014,basic,no,47,m,Spain,Intermediate,Linux,6,0,0,11,3603,5178,8329,4602,449,15714,14394,10332,50,4024,441,499,96,20939,2335,8
26/10/2017,basic,no,27,f,Spain,Advanced,Linux,10,0,3,72,1690,2109,14262,3793,6306,15991,1849,1232,12474,13030,22796,3563,127,1536,5571,5
20/06/2021,premium,yes,64,m,Spain,Intermediate,Linux,3,1,23,5,1149,6523,6635,2409,16087,4352,1607,30,4788,3357,14661,33,21637,9491,5406,1
15/07/2013,basic,no,40,m,Spain,Intermediate,Mac,4,0,0,5,73,254,1589,7369,1049,696,1650,15259,3172,717,5001,2019,83,642,6913,9
20/12/2010,basic,no,36,f,Spain,Intermediate,Mac,7,1,5,8,487,6574,368,7642,14022,1732,494,3185,30,17966,1285,21780,30,104,8368,11
10/08/2018,trial,no,24,m,Germany,Intermediate,Windows,2,1,6,8,928,4196,3717,13460,9376,9870,17213,10718,383,6928,13338,10200,3385,12534,5387,4
30/10/2010,premium,yes,57,f,Spain,Basic,Windows,9,1,0,75,884,10316,9298,1014,4285,3267,16009,919,19589,8876,18739,11160,7692,480,6258,12
10/11/2012,basic,yes,25,m,Spain,Advanced,Linux,7,1,4,0,391,10957,10472,13232,10869,2599,7234,1486,3362,7629,15960,18179,112,1442,7931,10
30/08/2010,basic,yes,53,f,France,Intermediate,Mac,6,1,10,17,4793,7079,155,12383,259,2167,7353,3297,14805,10420,194,16076,5941,1035,6450,12
01/09/2011,trial,yes,47,m,Spain,Intermediate,Mac,9,1,7,16,3663,5026,3628,306,8194,17934,7674,1144,5456,8720,16264,12527,13750,8000,8338,11
17/11/2022,trial,yes,62,m,France,Intermediate,Mac,6,1,17,32,9015,37,10711,448,6047,1687,4334,2232,8001,1836,18827,966,15017,333,4805,0
15/12/2021,trial,yes,50,m,France,Intermediate,Mac,4,1,5,45,686,2863,389,612,4721,12375,4627,10739,3117,11829,36,4663,18431,2085,3616,0
20/12/2019,basic,no,54,f,France,Intermediate,Linux,4,1,9,86,153,827,3341,7479,5895,12271,12429,927,826,20693,2116,39,32,6837,2726,2
03/07/2016,basic,no,49,f,Spain,Intermediate,Linux,4,0,4,45,6110,4089,6690,2690,1463,7559,31,3240,3366,355,1240,141,20959,2420,807,6
17/04/2016,trial,yes,36,f,France,Advanced,Windows,1,1,5,5,1314,12035,608,87,1633,9928,1354,3292,3353,22270,3791,17994,14852,634,31,6
30/03/2016,premium,yes,46,m,Spain,Intermediate,Windows,0,1,16,18,30,5075,49,259,11038,533,3136,4090,460,321,31,15179,25653,59,962,6
12/04/2010,basic,yes,46,m,Germany,Intermediate,Mac,7,0,8,91,9906,596,71,11874,6358,15470,8426,1447,15507,1468,4882,7655,532,4575,7195,12
12/04/2013,premium,no,48,f,France,Intermediate,Windows,0,1,1,42,9151,4809,1296,13259,6267,4692,751,5022,3570,6518,12545,17949,3968,5818,2518,9
15/09/2022,premium,no,31,m,Germany,Intermediate,Mac,10,1,11,10,9840,5015,11216,11800,3080,3206,40,3104,1709,12464,743,4303,25337,16628,2497,0
16/08/2016,premium,yes,58,f,Germany,Intermediate,Mac,0,1,18,7,2002,11597,10627,2498,9696,11435,5063,16593,9700,14072,10069,20522,15583,10500,5402,6
21/11/2016,basic,yes,34,f,Germany,Intermediate,Mac,8,0,22,3,119,11918,13736,10275,741,4190,3631,1745,2865,1910,426,562,5586,330,11993,6
25/10/2013,basic,no,35,m,Spain,Intermediate,Linux,1,1,2,94,3377,135,1648,7363,1249,653,9828,6372,2488,436,18498,7079,12528,19198,330,9
06/03/2019,trial,yes,27,f,Spain,Intermediate,Mac,2,1,0,60,7090,12207,769,11255,3561,2321,3205,12645,633,5992,3668,338,19221,18082,5473,3
08/12/2012,trial,no,43,m,Spain,Intermediate,Linux,4,1,11,56,5470,78,13210,2575,13927,16399,3195,7643,37,3259,260,2782,3123,487,141,10
24/04/2011,basic,no,38,m,Spain,Intermediate,Linux,5,1,5,27,7849,8690,9727,3506,4446,480,1589,15599,5520,100,16127,17852,1521,13333,8836,11
31/10/2015,basic,no,32,m,Germany,Advanced,Linux,1,0,0,77,4311,10725,641,3416,469,15190,10432,3345,5111,2531,14674,10197,609,2423,9699,7
04/08/2016,trial,no,63,f,Spain,Intermediate,Windows,10,1,19,90,11230,4789,1075,61,625,8664,1196,4736,15073,1080,9014,6008,1012,21411,8720,6
01/10/2015,basic,no,52,f,Spain,Intermediate,Windows,0,1,7,6,1989,740,14295,3275,10540,1741,9177,2632,15632,10148,17503,3785,2618,2336,36,7
23/10/2016,basic,no,55,m,Germany,Intermediate,Mac,4,0,0,14,4666,950,9120,2273,12073,511,982,2024,200,3675,797,15314,15431,281,34,6
10/09/2019,trial,no,22,f,Germany,Intermediate,Mac,1,1,15,52,1731,960,7666,6315,145,11131,213,3450,4625,7812,62,17845,159,11748,975,3
11/04/2012,basic,yes,34,m,Spain,Intermediate,Linux,5,1,17,12,8304,805,333,13027,9892,8163,37,8403,13662,890,2991,11073,1816,3766,6586,10
17/02/2017,basic,no,38,f,Spain,Intermediate,Linux,2,0,7,33,10640,11498,158,32,1984,87,788,12664,3310,246,19714,306,25793,1684,11040,5
25/05/2021,trial,no,36,m,Germany,Intermediate,Windows,0,1,0,1,2625,34,5229,636,7290,10580,3667,17071,30,22266,123,43,4272,17565,765,1
17/07/2010,trial,no,39,f,France,Intermediate,Mac,1,1,7,6,4825,970,2029,3538,154,3161,14316,12363,2832,1304,15470,20379,12272,4423,6973,12
10/05/2015,trial,no,59,m,France,Basic,Linux,2,1,1,14,241,4943,1607,11643,2590,14433,5173,719,2739,14390,17175,2812,3324,7691,4719,7
20/01/2022,premium,yes,22,f,Spain,Basic,Mac,6,1,1,14,1441,555,2478,7581,419,8721,15791,5446,18724,4219,2999,17730,6753,12227,11804,0
22/06/2020,basic,yes,30,f,Spain,Intermediate,Linux,10,1,10,96,1519,7236,527,126,1942,415,8247,30,589,152,10837,9322,21139,26068,1555,2
12/11/2012,basic,no,61,f,Spain,Basic,Mac,7,1,0,12,139,407,553,8856,16615,11742,15706,3850,45,1282,21864,16316,784,19654,5352,10
10/04/2015,basic,no,26,m,Spain,Intermediate,Linux,6,1,1,75,53,744,1396,7734,2590,5108,18183,10555,10128,167,508,737,1733,4371,2982,7
17/02/2018,premium,no,58,m,Germany,Intermediate,Mac,1,1,14,86,4397,185,12243,195,7887,612,1618,1317,344,77,21737,19933,5160,877,917,4
13/05/2018,basic,no,63,m,Spain,Intermediate,Linux,3,0,5,40,9363,1356,2068,10467,16529,3952,14129,17228,4422,2794,140,3797,4199,15442,7886,4
09/08/2021,basic,no,64,m,Germany,Intermediate,Mac,5,0,1,82,2890,1144,7923,1776,239,11947,13550,4697,2253,5361,9492,5639,80,15787,416,1
17/03/2014,premium,no,64,m,Spain,Intermediate,Linux,6,1,1,69,2535,3386,4313,121,1181,1658,152,2525,7784,7922,3405,2737,17206,9586,1554,8
06/05/2019,premium,yes,29,f,Spain,Intermediate,Linux,6,1,0,45,1407,3067,523,205,16695,1734,145,7462,16680,9922,8288,2148,22368,19091,8984,3
11/12/2015,basic,yes,39,f,Spain,Intermediate,Linux,3,0,0,0,11582,5903,3866,4753,158,9337,5925,3128,771,807,9676,19300,12737,752,1950,7
08/11/2020,basic,yes,24,m,Spain,Advanced,Mac,6,0,0,55,5770,49,9196,338,4302,86,13793,3987,263,19307,2613,3616,24117,8063,3539,2
02/07/2011,premium,no,28,m,Spain,Advanced,Mac,0,1,6,2,10574,1619,10159,9335,15681,9575,238,14898,4266,465,6400,13406,14739,3898,11077,11
23/05/2010,basic,no,60,m,Germany,Intermediate,Windows,8,1,24,13,2634,4291,9981,1764,242,1718,9616,16495,43,9594,15991,1129,12911,1574,479,12
22/11/2019,trial,yes,59,f,Spain,Intermediate,Mac,6,1,3,80,389,3434,1725,7635,1752,5504,3407,149,3933,19152,2448,19819,1783,22216,8399,3
21/10/2010,trial,yes,58,f,Spain,Advanced,Linux,2,1,8,51,9099,5097,415,187,320,6731,951,133,1805,949,1671,32,72,25433,3250,12
30/11/2011,premium,no,63,m,Spain,Intermediate,Linux,1,1,0,98,338,3622,428,13830,883,10272,37,11396,8186,7124,12823,222,7480,5206,35,11
01/04/2021,basic,yes,23,f,Spain,Basic,Mac,4,0,16,5,3520,1244,1132,587,6215,3724,771,831,12976,9385,13729,24042,4069,37,1584,1
23/05/2017,basic,yes,52,f,Spain,Intermediate,Mac,10,1,0,84,5186,10293,92,7466,197,262,8945,239,11576,5927,1116,21262,7521,6520,2699,5
02/12/2013,basic,no,33,m,Spain,Intermediate,Mac,6,0,1,58,2546,5381,884,4075,6253,4883,1638,117,3000,15484,4231,20222,24394,17209,4176,9
19/01/2016,basic,no,44,m,Spain,Intermediate,Linux,0,0,3,39,9888,4343,13387,42,6225,7842,2823,8883,18594,948,19486,322,471,2374,1036,6
30/10/2019,basic,yes,51,m,Spain,Intermediate,Linux,0,1,6,12,6400,5725,5880,12474,741,102,15988,2047,6739,30,8000,5535,15954,7622,171,3
30/07/2013,trial,no,56,f,France,Intermediate,Mac,0,1,2,2,7973,1423,3056,10642,3777,4837,4006,17796,744,13639,10324,19265,17821,13816,33,9
21/05/2011,premium,yes,62,f,Germany,Intermediate,Linux,8,1,0,25,8420,10408,6654,12144,9160,16166,12710,15435,162,20142,4262,20318,4903,4678,8936,11
19/12/2011,trial,yes,56,f,Germany,Intermediate,Mac,9,1,7,14,131,5737,194,39,11023,44,12607,38,16703,22387,20107,207,3306,3261,2428,10
12/04/2022,trial,no,47,m,France,Intermediate,Windows,3,1,3,19,9822,946,8596,6548,3862,6286,10798,68,3815,925,9630,21416,9887,1336,1779,0
14/12/2013,basic,no,63,f,Germany,Basic,Linux,6,1,1,30,1246,1236,54,6664,5734,17010,682,368,21141,4507,129,204,4785,8853,10627,8
05/06/2021,trial,no,27,m,Germany,Intermediate,Windows,2,0,8,21,2985,5096,7457,8553,8875,108,6892,184,10388,8066,6315,800,9305,26881,2425,1
03/03/2021,trial,yes,40,f,Spain,Intermediate,Windows,3,1,6,51,30,2290,2257,560,9328,2534,12782,7946,13765,31,3976,10876,10298,6539,7056,1
27/11/2021,basic,no,64,f,Spain,Intermediate,Linux,4,0,12,26,3123,8377,967,14199,10925,354,383,8994,11900,21700,20433,8065,7034,7567,7948,1
23/10/2015,trial,yes,58,m,Spain,Intermediate,Mac,9,1,0,4,162,168,419,1427,150,611,3417,12312,6262,1135,1808,8358,13444,9296,11087,7
23/08/2022,basic,no,30,m,France,Basic,Mac,2,0,0,2,7293,477,2704,268,15882,9417,15706,10473,13508,20427,21131,38,2289,2966,39,0
20/08/2011,basic,yes,25,m,Spain,Intermediate,Linux,3,1,8,5,1215,11197,632,636,1793,16887,841,1982,521,10334,10285,1053,12604,23802,574,11
09/11/2012,basic,no,38,m,Germany,Intermediate,Linux,1,0,0,8,11556,2093,5287,72,35,16446,15870,1125,7494,4851,3711,7803,7372,14230,2212,10
23/06/2020,basic,yes,35,m,Spain,Intermediate,Linux,9,0,13,89,9063,4559,42,385,11108,12425,16108,17644,2034,1476,13182,2919,25939,1329,34,2
18/08/2019,basic,yes,22,f,Spain,Intermediate,Linux,2,0,4,86,6020,2419,1645,1666,332,130,12322,9988,3438,4568,3472,11363,21038,30,6483,3
27/07/2014,basic,yes,24,m,France,Advanced,Mac,1,1,5,33,806,9480,10557,13669,5932,1162,12896,7812,8953,9056,7249,23327,12568,15380,4188,8
07/02/2018,basic,no,49,m,Spain,Intermediate,Mac,0,1,16,1,1534,662,3312,1899,7852,371,30,11017,1146,10500,3660,974,16838,7623,751,4
18/07/2013,basic,no,38,f,France,Intermediate,Mac,3,1,5,69,4810,1381,2147,7028,12588,2884,2649,15586,15991,3094,14174,23979,463,8914,35,9
20/10/2021,basic,no,65,f,Germany,Intermediate,Mac,4,1,12,4,3224,3924,12615,40,427,210,974,6304,486,10748,7172,22836,186,7111,558,1
01/09/2012,basic,no,43,f,Spain,Basic,Mac,2,1,0,76,59,2315,1236,9405,14498,3146,18826,2006,2923,4876,1459,6711,5380,12499,1849,10
25/02/2015,basic,no,31,f,Germany,Basic,Windows,7,1,1,20,9506,329,3617,846,13557,16398,993,9542,2141,4356,15783,7990,1495,16229,30,7
07/07/2022,basic,no,32,f,Germany,Advanced,Mac,4,1,6,2,1235,1133,528,9362,62,2385,14956,5408,20839,19776,12099,7069,3169,424,1758,0
04/03/2017,basic,yes,39,m,Germany,Intermediate,Linux,3,0,1,87,340,150,6737,5928,813,16162,15392,17678,977,3858,98,17214,5698,4253,936,5
14/10/2020,premium,no,64,f,Spain,Intermediate,Linux,8,1,13,8,1429,146,30,598,13834,15880,12437,15790,19652,591,18479,16952,5556,10762,4971,2
01/12/2020,basic,no,40,f,Spain,Intermediate,Mac,6,1,10,59,2155,10892,207,2071,3928,110,1475,261,119,204,8859,2553,940,7247,2242,2
09/04/2010,basic,yes,56,m,Spain,Intermediate,Linux,7,0,18,0,5879,255,229,36,3215,8723,142,50,4487,2445,4568,6754,7731,24776,4449,12
01/08/2011,basic,no,32,m,Spain,Intermediate,Linux,3,0,0,80,10780,8332,39,3399,12581,65,5347,11263,1575,770,10312,7350,10075,8667,736,11
04/06/2014,basic,no,33,m,Spain,Advanced,Mac,4,0,4,44,401,1931,346,9156,114,4041,11648,2366,13747,1539,840,74,21363,18584,7482,8
10/12/2012,basic,no,61,m,Spain,Basic,Linux,1,0,0,4,44,3217,870,4867,509,3009,3782,31,8424,13636,3252,1626,6439,15451,4895,10
02/05/2016,premium,no,65,m,Germany,Advanced,Mac,4,1,15,22,139,2463,9096,1612,11065,4220,19051,5501,30,20664,6365,18019,4307,1065,1273,6
14/09/2016,premium,yes,22,m,Germany,Intermediate,Linux,1,1,7,1,1311,1719,1926,3925,1998,14897,77,10191,7394,869,15974,21554,25185,14739,169,6
13/12/2010,basic,no,59,f,Spain,Advanced,Linux,4,1,0,23,11490,31,12866,2085,532,11714,12738,620,1591,85,6259,859,2674,1566,5525,11
11/11/2011,basic,no,63,f,Germany,Advanced,Windows,3,1,2,32,1916,851,7147,3484,3749,1203,2578,11461,12998,1947,9659,320,6124,9060,8935,11
14/03/2017,basic,no,48,m,Germany,Advanced,Windows,7,1,8,85,185,7160,6612,1379,5575,13706,882,1382,174,3326,13836,4211,12169,19240,8949,5
28/03/2013,trial,yes,33,f,Spain,Intermediate,Linux,10,1,0,0,3731,214,1834,644,767,12438,10178,10878,16180,731,307,415,13819,15078,7088,9
02/03/2022,basic,yes,65,m,Spain,Intermediate,Linux,1,1,17,21,6673,7702,3102,11634,3587,4637,4111,1482,13746,14168,10859,1042,591,7372,2683,0
06/06/2016,basic,yes,30,m,Spain,Intermediate,Mac,0,1,1,5,2502,8973,7655,5492,3814,1334,18985,82,14134,19167,3157,21705,124,5662,3606,6
22/04/2016,basic,no,39,f,Germany,Intermediate,Linux,5,0,0,35,4534,5472,648,14034,10525,14527,654,5447,6492,3651,136,18165,6004,23147,60,6
12/12/2016,premium,no,50,m,France,Intermediate,Mac,5,1,15,32,442,749,41,940,3154,1601,10758,19168,6122,16872,10598,19819,3970,10442,6062,6
14/10/2015,basic,no,41,f,Spain,Intermediate,Linux,8,0,1,1,1480,46,832,7503,5880,2345,8985,155,1562,5680,292,17904,21766,8825,61,7
02/03/2019,basic,no,63,m,Spain,Basic,Linux,0,1,4,58,270,170,5704,4548,4916,2395,10163,181,221,10690,6734,6465,10708,17070,4508,3
17/02/2011,trial,yes,47,f,Spain,Basic,Mac,6,1,1,16,140,11228,1148,12862,139,4604,9941,19176,518,13413,21996,2704,3838,12294,236,11
03/05/2021,basic,no,27,m,Germany,Intermediate,Linux,9,1,0,88,2252,850,370,13392,464,2113,3622,1060,1855,213,12555,11429,238,1821,685,1
29/10/2019,trial,yes,56,m,Germany,Intermediate,Windows,5,1,0,70,3836,419,187,2387,6495,2117,1537,7870,3603,4276,22610,18780,17532,6718,973,3
28/11/2015,basic,yes,56,m,Spain,Intermediate,Linux,9,0,10,77,10905,6224,4277,9011,65,5795,9176,52,17861,16255,15244,2167,5134,4583,4491,7
21/11/2011,trial,yes,45,m,Germany,Intermediate,Mac,6,1,9,9,3007,510,11603,12674,8340,1049,8535,44,12317,380,1220,16788,5109,8402,10221,11
02/05/2018,basic,yes,23,m,Spain,Intermediate,Linux,7,1,13,2,10341,1315,5438,708,2469,9228,10743,20131,6716,256,8290,1208,6051,405,5563,4
01/10/2022,premium,no,52,m,Spain,Intermediate,Mac,9,1,12,23,1624,290,4675,1161,9864,237,15171,18108,1170,9338,3768,12572,8817,6446,6936,0
16/01/2013,basic,no,53,f,France,Intermediate,Windows,4,1,2,56,1045,11056,1204,12253,6999,31,4952,7300,1896,17242,470,384,3475,25506,2338,9
07/05/2018,basic,no,58,f,Spain,Basic,Linux,3,1,0,1,5721,4199,10474,2237,1988,839,3066,13190,399,32,5103,1437,16649,17382,10128,4
04/01/2012,trial,no,50,f,Spain,Intermediate,Linux,6,1,4,61,1847,1251,32,14353,6755,16925,17833,8827,8394,1374,5937,3248,1760,5866,482,10
28/08/2019,basic,yes,48,f,Spain,Advanced,Linux,2,1,14,99,8438,4448,11400,9377,9949,6252,12795,4971,17788,14170,1289,9750,820,3487,43,3
24/12/2021,basic,no,63,m,Spain,Intermediate,Linux,0,0,19,86,9382,8323,9640,37,3851,16703,7213,20148,143,3163,4761,9595,17541,998,2527,0
15/04/2010,premium,yes,45,m,Spain,Basic,Linux,1,1,15,53,3590,9263,859,9941,13765,11873,4656,33,599,7370,12282,10223,2963,353,8453,12
08/09/2013,trial,no,49,m,Spain,Intermediate,Windows,7,1,3,71,37,53,117,5954,1811,863,140,808,7681,438,1857,10916,32,4423,6124,9
31/08/2017,premium,yes,30,f,Spain,Intermediate,Mac,9,0,4,1,585,8672,245,318,9569,6942,439,6677,1019,15730,1872,4783,1110,15770,1794,5
18/11/2018,basic,yes,45,m,Spain,Basic,Linux,3,0,0,8,1450,4161,4203,5484,11915,83,3671,11383,2957,8783,21713,15635,395,1461,2147,4
25/06/2021,basic,yes,33,m,Spain,Intermediate,Linux,1,1,5,17,33,402,9844,2140,864,16018,109,8742,3233,72,52,8773,10863,577,11125,1
23/08/2019,premium,no,47,f,France,Basic,Mac,2,0,3,67,2960,1350,111,5017,13610,1891,4400,17461,20317,9343,5606,3916,1556,25059,45,3
10/03/2022,trial,yes,49,f,Spain,Basic,Mac,9,1,0,0,43,11894,53,6136,3340,3324,4702,3313,21034,8572,5891,3733,2476,2906,1340,0
01/01/2020,basic,no,39,m,Spain,Intermediate,Mac,2,1,2,94,11459,785,2509,11773,30,5640,807,12846,14578,16940,5576,9412,567,520,2710,2
08/06/2017,premium,yes,42,f,Germany,Intermediate,Mac,6,1,9,98,2941,2332,3298,9704,7444,5349,964,4066,6344,5909,3734,4824,14858,4520,2129,5
16/05/2019,trial,no,61,m,France,Intermediate,Mac,8,1,1,0,795,1180,46,10537,15212,3758,16387,12852,271,3869,16285,25148,200,3138,10761,3
31/05/2017,basic,yes,60,f,Spain,Advanced,Linux,0,1,0,23,3388,12611,171,435,227,5396,171,9625,804,9983,7757,793,10469,20313,11036,5
14/11/2020,basic,yes,58,f,Spain,Intermediate,Linux,8,1,1,46,7084,3610,2280,5702,1222,2776,461,79,2242,2406,17072,3400,1626,17442,274,2
19/09/2019,basic,no,55,f,Spain,Intermediate,Linux,10,0,0,3,465,805,3633,10422,3210,461,14763,14554,1439,4107,527,22289,3862,8082,9455,3
04/06/2022,basic,yes,53,f,Spain,Intermediate,Mac,7,1,1,31,3149,41,2562,5553,39,13183,1615,12828,1772,2141,13076,4154,3119,18416,5983,0
18/07/2022,basic,no,47,f,Spain,Intermediate,Linux,9,1,6,34,2103,667,144,1233,1573,13997,6835,1071,2654,4850,1358,18399,2958,1779,40,0
26/10/2013,trial,yes,27,f,Germany,Intermediate,Windows,5,1,5,21,3578,1184,10372,6901,2711,5137,11667,14288,136,1429,8878,260,1635,8091,2367,9
27/01/2013,premium,no,46,f,Germany,Intermediate,Windows,5,1,11,44,233,1298,113,4160,2983,8924,14314,11085,1675,11320,4506,5622,14422,652,10614,9
30/07/2012,premium,no,60,m,Spain,Basic,Linux,2,1,0,90,8613,7221,718,3584,11714,8364,9286,3280,13885,6193,17672,12284,8363,17623,7229,10
15/04/2011,basic,no,52,f,Spain,Basic,Linux,1,0,1,40,2956,4817,12288,1461,3008,1315,911,3168,14088,3486,5592,20097,1652,14611,3198,11
08/11/2019,basic,no,38,f,Germany,Intermediate,Linux,10,0,0,47,1710,39,376,14513,592,8200,3936,5953,6334,191,2143,171,21699,4577,11252,3
24/04/2020,premium,yes,43,m,France,Basic,Mac,9,0,0,64,1579,1380,1194,4820,605,751,2770,19180,436,869,33,8433,17439,11955,80,2
14/09/2012,trial,no,57,f,Spain,Basic,Linux,10,0,1,7,33,378,7460,42,154,12481,9359,3378,20501,19210,3797,3980,1095,14872,1913,10
13/05/2017,trial,no,48,f,Spain,Advanced,Mac,4,1,0,14,4280,10949,1596,4275,864,1312,9845,3012,422,10836,19544,145,1715,834,10143,5
09/04/2016,basic,no,34,f,Spain,Advanced,Linux,2,1,0,2,3870,7788,4255,9714,5173,2691,17294,18834,32,1387,8915,1791,19023,22372,1603,6
